,adongCd,adongNm,bizesId,bizesNm,bldMngNo,bldMnno,bldNm,bldSlno,brchNm,ctprvnCd,ctprvnNm,dongNo,flrNo,hoNo,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,lat,ldongCd,ldongNm,lnoAdr,lnoCd,lnoMnno,lnoSlno,lon,newZipcd,oldZipcd,plotSctCd,plotSctNm,rdnm,rdnmAdr,rdnmCd,signguCd,signguNm
0,4711335000,죽장면,20428309,하옥산장식당,4711335039105900001001304,2630,,,,47,경상북도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,36.292350983541,4711335039,죽장면,경상북도 포항시 북구 죽장면 하옥리 590-1,4711335039205900001,590,1,129.251717851014,37500,791915,1,대지,경상북도 포항시 북구 죽장면 죽장로,경상북도 포항시 북구 죽장면 죽장로 2630,471133304051,47113,포항시 북구
1,4817033000,금곡면,20428311,금곡다방,4817033027100000000055750,1020,,3,,48,경상남도,,1,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,35.0903551132311,4817033027,금곡면,경상남도 진주시 금곡면 두문리 641-7,4817033027206410007,641,7,128.186563776874,52843,660832,1,대지,경상남도 진주시 금곡면 구암두문로,경상남도 진주시 금곡면 구암두문로 1020-3,481703019010,48170,진주시
2,4615057000,덕연동,20428315,김이모락모락,4615011200100480004000001,63,,,,46,전라남도,,1,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,34.9492665890827,4615011200,생목동,전라남도 순천시 생목동 48-4,4615011200200480004,48,4,127.507060406282,57966,540130,1,대지,전라남도 순천시 이수1길,전라남도 순천시 이수1길 63,461504649865,46150,순천시
3,4611064500,삼학동,20428319,남교쉼터,4611010200113830000036110,122,자유시장,,,46,전라남도,,1,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,34.7929039134997,4611010200,산정동,전라남도 목포시 산정동 1383,4611010200213830000,1383,,126.403264235825,58737,530817,1,대지,전라남도 목포시 자유로,전라남도 목포시 자유로 122,461103281075,46110,목포시
4,4794025000,울릉읍,20428320,한양숯불,4794025024103310004003076,20,,10,,47,경상북도,,1,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,37.4964909277965,4794025024,울릉읍,경상북도 울릉군 울릉읍 도동리 331-4,4794025024203310004,331,4,130.907980280396,40219,799801,1,대지,경상북도 울릉군 울릉읍 봉래2길,경상북도 울릉군 울릉읍 봉래2길 20-10,479404778026,47940,울릉군
5,4785036000,약목면,20428324,용아다방,4785036028108630024027635,13,,,,47,경상북도,,,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,36.0344434896835,4785036028,약목면,경상북도 칠곡군 약목면 복성리 863-24,4785036028208630024,863,24,128.366812079673,39825,718814,1,대지,경상북도 칠곡군 약목면 약목로4길,경상북도 칠곡군 약목면 약목로4길 13,478504766411,47850,칠곡군
6,4728025000,문경읍,20428335,만남다방,4728025022102120022027095,26,,1,,47,경상북도,,,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,36.7346835197659,4728025022,문경읍,경상북도 문경시 문경읍 하리 212-22,4728025022202120022,212,22,128.108728530576,36917,745804,1,대지,경상북도 문경시 문경읍 문희로,경상북도 문경시 문경읍 문희로 26-1,472803312008,47280,문경시
7,4889025000,합천읍,20428345,원조대구막창,4889025021106680025002735,92,,38,,48,경상남도,,1,,Q,음식,Q01,한식,Q01A03,곱창/양구이전문,I56111,한식 음식점업,35.5661588011773,4889025021,합천읍,경상남도 합천군 합천읍 합천리 668-25,4889025021206680025,668,25,128.16194486516,50233,678807,1,대지,경상남도 합천군 합천읍 동서로,경상남도 합천군 합천읍 동서로 92-38,488903348045,48890,합천군
8,4682025000,해남읍,20428346,하림맥시칸,4682025024101000025000001,8,맥시칸치킨,,,46,전라남도,,1,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,34.5685391657544,4682025024,해남읍,전라남도 해남군 해남읍 고도리 100-25,4682025024201000025,100,25,126.597753484247,59040,536801,1,대지,전라남도 해남군 해남읍 읍사무소길,전라남도 해남군 해남읍 읍사무소길 8,468204682492,46820,해남군
9,4141061000,대야동,20428352,피자스쿨,4141010800106540007000001,4,,,대야미점,41,경기도,,1,,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",37.3274954207605,4141010800,대야미동,경기도 군포시 대야미동 654-8,4141010800206540008,654,8,126.917655135688,15887,435060,1,대지,경기도 군포시 대야1로22번길,경기도 군포시 대야1로22번길 4,414104400187,41410,군포시
10,4374025000,영동읍,20428357,신흥집,4374025028100650005004151,3,소매점,,,43,충청북도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,36.1728407884964,4374025028,영동읍,충청북도 영동군 영동읍 부용리 65-5,4374025028200650005,65,5,127.772502597223,29149,370807,1,대지,충청북도 영동군 영동읍 부용4길,충청북도 영동군 영동읍 부용4길 3,437404529304,43740,영동군
11,4136056000,도농동,20428367,방이샤브샤브칼국수,4136011000100010029029988,24,부영애시앙,,,41,경기도,,,,Q,음식,Q10,별식/퓨전요리,Q10A02,샤브샤브전문,I56111,한식 음식점업,37.6081934016633,4136011000,도농동,경기도 남양주시 도농동 1-29,4136011000200010029,1,29,127.157731226855,12256,472910,1,대지,경기도 남양주시 도농로,경기도 남양주시 도농로 24,413603197018,41360,남양주시
12,3023058000,목상동,20428374,더구,3023011200108670003017064,123,,,,30,대전광역시,,1,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,36.4427193920492,3023011200,목상동,대전광역시 대덕구 목상동 867-3,3023011200208670003,867,3,127.411837841558,34323,306210,1,대지,대전광역시 대덕구 대덕대로1448번길,대전광역시 대덕구 대덕대로1448번길 123,302304304046,30230,대덕구
13,2817071000,주안6동,20428379,에덴떡집,2817010600100540003131801,54,,,,28,인천광역시,,,,Q,음식,Q08,제과제빵떡케익,Q08A03,떡전문,I56191,제과점업,37.4629917947174,2817010600,주안동,인천광역시 남구 주안동 54-3,2817010600200540003,54,3,126.686080121966,22134,402200,1,대지,인천광역시 남구 주안동로,인천광역시 남구 주안동로 54,281703151019,28170,남구
14,4817067600,하대1동,20428386,한양해물찜,4817012000103430010009632,221,,,,48,경상남도,,1,,Q,음식,Q03,일식/수산물,Q03A05,해물찜/탕전문,I56111,한식 음식점업,35.1887979455707,4817012000,하대동,경상남도 진주시 하대동 343-10,4817012000203430010,343,10,128.118115711041,52770,660330,1,대지,경상남도 진주시 모덕로,경상남도 진주시 모덕로 221,481703332023,48170,진주시
15,1165052000,서초2동,20428392,투썸플레이스뱅뱅사거리점,1165010800113610005022792,263,새움빌딩,,뱅뱅사거리점,11,서울특별시,,1,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,37.4869152368308,1165010800,서초동,서울특별시 서초구 서초동 1361-5,1165010800213610005,1361,5,127.03238110436,06730,137070,1,대지,서울특별시 서초구 강남대로,서울특별시 서초구 강남대로 263,116502102001,11650,서초구
16,2826055000,석남1동,20428399,이프,2826011000105180000016400,9,,,,28,인천광역시,,3,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.5069952016155,2826011000,석남동,인천광역시 서구 석남동 518,2826011000205180000,518,,126.67052667048,22789,404220,1,대지,인천광역시 서구 칠천왕로7번길,인천광역시 서구 칠천왕로7번길 9,282604268687,28260,서구
17,4887025000,함양읍,20428409,낙원다방,4887025024103250002009127,97,,,,48,경상남도,,,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,35.5267600708554,4887025024,함양읍,경상남도 함양군 함양읍 교산리 325-2,4887025024203250002,325,2,127.728205790441,50031,676801,1,대지,경상남도 함양군 함양읍 원교길,경상남도 함양군 함양읍 원교길 97,488704838346,48870,함양군
18,4413356500,불당동,20428410,빨라쪼델쁘레또,4413310800112890000000001,196,펜타포트,,펜타포트점,44,충청남도,B,2,,Q,음식,Q07,패스트푸드,Q07A07,아이스크림판매,I56191,제과점업,36.7989225559548,4413310800,불당동,충청남도 천안시 서북구 불당동 1289,4413310800212890000,1289,,127.10177288651,31168,331728,1,대지,충청남도 천안시 서북구 공원로,충청남도 천안시 서북구 공원로 196,441333250062,44133,천안시 서북구
19,1150059100,화곡6동,20428412,스토리노래주점,1150010300111170000014706,8,보성빌딩,,,11,서울특별시,,1,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,37.5528971570189,1150010300,화곡동,서울특별시 강서구 화곡동 1117,1150010300211170000,1117,,126.851184519457,07658,157010,1,대지,서울특별시 강서구 화곡로58길,서울특별시 강서구 화곡로58길 8,115004145541,11500,강서구
20,4812757000,양덕2동,20428415,칠성다방,4812710500101470000006226,3,칠성장여관,,,48,경상남도,,,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,35.2223156348054,4812710500,양덕동,경상남도 창원시 마산회원구 양덕동 154-11,4812710500201540011,154,11,128.587512068984,51321,630490,1,대지,경상남도 창원시 마산회원구 양덕남9길,경상남도 창원시 마산회원구 양덕남9길 3,481274790218,48127,창원시 마산회원구
21,4511169200,평화2동,20428419,이디야커피,4511113300108900002000001,12,,,전주평화점,45,전라북도,,1,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,35.7871744305178,4511113300,평화동2가,전라북도 전주시 완산구 평화동2가 890-2,4511113300208900002,890,2,127.131437939919,55126,560871,1,대지,전라북도 전주시 완산구 소대배기로,전라북도 전주시 완산구 소대배기로 12,451113266040,45111,전주시 완산구
22,5013053000,중앙동,20428420,만호다방,5013010100102920015031061,9,롯데리아,,,50,제주특별자치도,,,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,33.2486642779599,5013010100,서귀동,제주특별자치도 서귀포시 서귀동 292-15,5013053000202920015,292,15,126.56277309211,63591,697842,1,대지,제주특별자치도 서귀포시 중정로61번길,제주특별자치도 서귀포시 중정로61번길 9,501304850836,50130,서귀포시
23,4711368000,우창동,20428421,정원카페,4711311800103270007109790,78,,,,47,경상북도,,1,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,36.0521916943436,4711311800,우현동,경상북도 포항시 북구 우현동 327-7,4711311800203270007,327,7,129.353782774875,37643,791814,1,대지,경상북도 포항시 북구 아치로,경상북도 포항시 북구 아치로 78,471133304022,47113,포항시 북구
24,2729055500,감삼동,20428424,파파나들김밥,2729011300101240002020809,125,,,,27,대구광역시,,1,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,35.8497724403652,2729011300,감삼동,대구광역시 달서구 감삼동 124-2,2729011300201240002,124,2,128.544876594619,42644,704954,1,대지,대구광역시 달서구 감삼길,대구광역시 달서구 감삼길 125,272904241006,27290,달서구
25,4113352500,중앙동,20428425,개구쟁이,4113310200102990000071880,249,,,,41,경기도,,,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,37.4424991445161,4113313200,중앙동,경기도 성남시 중원구 중앙동 299,4113313200202990000,299,,127.154167542774,13248,462835,1,대지,경기도 성남시 중원구 광명로,경기도 성남시 중원구 광명로 249,411333179004,41133,성남시 중원구
26,4113352500,중앙동,20428429,트리오치킨,4113310200105150000022278,302,백두씨티웰비,1,,41,경기도,,1,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,37.4414917732639,4113313200,중앙동,경기도 성남시 중원구 중앙동 515,4113313200205150000,515,,127.150653012565,13247,462835,1,대지,경기도 성남시 중원구 산성대로,경기도 성남시 중원구 산성대로 302-1,411332179002,41133,성남시 중원구
27,4785031000,지천면,20428432,이언식육가든,4785031044103940005009656,33,,,,47,경상북도,,,,Q,음식,Q01,한식,Q01A99,기타고기요리,I56111,한식 음식점업,35.9413226843851,4785031044,지천면,경상북도 칠곡군 지천면 덕산리 394-5,4785031044203940005,394,5,128.494176018648,39865,718822,1,대지,경상북도 칠곡군 지천면 지천로,경상북도 칠곡군 지천면 지천로 33,478503309064,47850,칠곡군
28,4471025000,금산읍,20428435,이랴이랴,4471025025106700009000001,29,,,,44,충청남도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,36.1067516530947,4471025025,금산읍,충청남도 금산군 금산읍 아인리 670-9,4471025025206700009,670,9,127.481115392718,32742,312805,1,대지,충청남도 금산군 금산읍 남사직4길,충청남도 금산군 금산읍 남사직4길 29,447104571085,44710,금산군
29,4773025000,의성읍,20428443,봉영식당,4773025025101200001014034,215,,10,,47,경상북도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,36.3449986690289,4773025025,의성읍,경상북도 의성군 의성읍 도서리 121-1,4773025025201210001,121,1,128.696909208377,37343,769802,1,대지,경상북도 의성군 의성읍 구봉길,경상북도 의성군 의성읍 구봉길 215-10,477304745043,47730,의성군
30,4623053000,중마동,20428446,중마장어숯불구이,4623010600118490002000001,21,,,,46,전라남도,,1,2,Q,음식,Q03,일식/수산물,Q03A07,민물장어전문,I56111,한식 음식점업,34.9309930197438,4623010600,중동,전라남도 광양시 중동 1849-2,4623010600218490002,1849,2,127.696624447558,57794,545827,1,대지,전라남도 광양시 길호1길,전라남도 광양시 길호1길 21,462304655057,46230,광양시
31,4146358500,동백동,20428448,임모르뗄,4146311600106310001017683,197,,,,41,경기도,,1,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,37.2780211529643,4146311600,중동,경기도 용인시 기흥구 중동 631-1,4146311600206310001,631,1,127.143708935082,16988,446911,1,대지,경기도 용인시 기흥구 언동로,경기도 용인시 기흥구 언동로 197,414633204047,41463,용인시 기흥구
32,4128755000,주엽1동,20428453,점보철판볶음밥,4128710200100730000000844,1388,태영프라자,,,41,경기도,,,006,Q,음식,Q10,별식/퓨전요리,Q10A03,철판구이요리전문,I56199,그외 기타 음식점업,37.6683374605959,4128710200,주엽동,경기도 고양시 일산서구 주엽동 73,4128710200200730000,73,,126.765665327277,10366,411742,1,대지,경기도 고양시 일산서구 중앙로,경기도 고양시 일산서구 중앙로 1388,412873192094,41287,고양시 일산서구
33,4613063500,서강동,20428459,열린소주방,4613011400103070000077170,14,,,,46,전라남도,,,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,34.7393720834117,4613011400,봉강동,전라남도 여수시 봉강동 307,4613011400203070000,307,,127.7268672377,59754,550160,1,대지,전라남도 여수시 버드나무길,전라남도 여수시 버드나무길 14,461304646408,46130,여수시
