,adongCd,adongNm,bizesId,bizesNm,bldMngNo,bldMnno,bldNm,bldSlno,brchNm,ctprvnCd,ctprvnNm,dongNo,flrNo,hoNo,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,lat,ldongCd,ldongNm,lnoAdr,lnoCd,lnoMnno,lnoSlno,lon,newZipcd,oldZipcd,plotSctCd,plotSctNm,rdnm,rdnmAdr,rdnmCd,signguCd,signguNm
0,4113555000,정자1동,11912423,전주명가콩나물국밥,4113510300101560002013213,3,백궁프라자3,9,,41,경기도,,1,101,Q,음식,Q01,한식,Q01A05,해장국/감자탕,I56111,한식 음식점업,37.3648361132282,4113510300,정자동,경기도 성남시 분당구 정자동 156-2,4113510300201560002,156,2,127.107681299958,13558,463867,1,대지,경기도 성남시 분당구 성남대로331번길,경기도 성남시 분당구 성남대로331번길 3-9,411354340264,41135,성남시 분당구
1,4143055000,내손2동,11912424,엘로이즈호프,4143010700106430004002186,43,서광상가,,,41,경기도,,1,1,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,37.3869102541098,4143010700,내손동,경기도 의왕시 내손동 643-4,4143010700206430004,643,4,126.980333126963,16026,437080,1,대지,경기도 의왕시 내손중앙로,경기도 의왕시 내손중앙로 43,414303201011,41430,의왕시
2,1154564000,독산4동,11912426,연탄고기꾼,1154510200110140000008393,16,,,,11,서울특별시,,1,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,37.468662836276,1154510200,독산동,서울특별시 금천구 독산동 1014,1154510200210140000,1014,,126.898914627316,08579,153010,1,대지,서울특별시 금천구 시흥대로116길,서울특별시 금천구 시흥대로116길 16,115454151255,11545,금천구
3,4211054500,약사명동,11912427,가라지바베큐파스타,4211010900100280010000001,31,,,,42,강원도,,1,,Q,음식,Q06,양식,Q06A06,바베큐전문,I56114,서양식 음식점업,37.8774258075248,4211010900,죽림동,강원도 춘천시 죽림동 28-10,4211010900200280010,28,10,127.728462721078,24354,200050,1,대지,강원도 춘천시 중앙로77번길,강원도 춘천시 중앙로77번길 31,421104454632,42110,춘천시
4,4571025300,봉동읍,11912428,큰마루,4571025324108990005000001,9,,,,45,전라북도,,1,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,35.9609363478614,4571025324,봉동읍,전라북도 완주군 봉동읍 둔산리 899-5,4571025324208990005,899,5,127.127643568203,55319,565902,1,대지,전라북도 완주군 봉동읍 완주산단9로,전라북도 완주군 봉동읍 완주산단9로 9,457103273056,45710,완주군
5,4577025000,순창읍,11912430,아빠국수,4577025022002520001000301,403,,,,45,전라북도,,,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,35.3760324711936,4577025022,순창읍,전라북도 순창군 순창읍 남계리 252-1,4577025022202520001,252,1,127.146409244971,56034,595803,1,대지,전라북도 순창군 순창읍 장류로,전라북도 순창군 순창읍 장류로 403,457703278043,45770,순창군
6,4213055000,단구동,11912432,문화정육식당,4213010700114640003004667,52,,20,,42,강원도,,1,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.3309494027352,4213010700,단구동,강원도 원주시 단구동 1464-3,4213010700214640003,1464,3,127.952443649489,26449,220943,1,대지,강원도 원주시 송림길,강원도 원주시 송림길 52-20,421304457697,42130,원주시
7,3117054000,대송동,11912436,진수네국수연구소,3117010200101730007002595,8,,,,31,울산광역시,,1,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,35.4991871895031,3117010200,화정동,울산광역시 동구 화정동 173-7,3117010200201730007,173,7,129.419861402388,44070,682820,1,대지,울산광역시 동구 대송7길,울산광역시 동구 대송7길 8,311704313067,31170,동구
8,4157034000,대곶면,11912438,김포금쌀밥집,4157034022100820002006447,87,,12,,41,경기도,,1,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.6083292490516,4157034022,대곶면,경기도 김포시 대곶면 대벽리 918-2,4157034022209180002,918,2,126.576025336871,10050,415839,1,대지,경기도 김포시 대곶면 대곶남로,경기도 김포시 대곶면 대곶남로 87-12,415703209033,41570,김포시
9,4833025300,물금읍,11912441,더리터,4833025324127110003000001,60,,,물금점,48,경상남도,,1,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,35.3289304366915,4833025324,물금읍,경상남도 양산시 물금읍 범어리 2711-3,4833025324227110003,2711,3,129.014093682813,50611,626815,1,대지,경상남도 양산시 물금읍 범어로,경상남도 양산시 물금읍 범어로 60,483303338029,48330,양산시
10,4117155000,안양5동,11912443,순남시래기,4117110100106270158002378,14,,,,41,경기도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.3935630757395,4117110100,안양동,경기도 안양시 만안구 안양동 627-158,4117110100206270158,627,158,126.923730393206,13999,430010,1,대지,경기도 안양시 만안구 삼덕로,경기도 안양시 만안구 삼덕로 14,411713182008,41171,안양시 만안구
11,4812153000,명곡동,11912447,꼬맹이양꼬치,4812112400102000001021332,9,부산상가,1,,48,경상남도,,1,,Q,음식,Q09,유흥주점,Q09A03,꼬치구이전문점,I56219,기타 주점업,35.2422730756033,4812112400,명서동,경상남도 창원시 의창구 명서동 200-1,4812112400202000001,200,1,128.649252556722,51388,641815,1,대지,경상남도 창원시 의창구 창이대로113번길,경상남도 창원시 의창구 창이대로113번길 9-1,481214781651,48121,창원시 의창구
12,4623053000,중마동,11912448,제주도새기촌,4623010700110720001039910,237,,,,46,전라남도,,1,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,34.9533292213205,4623010700,마동,전라남도 광양시 마동 1072-1,4623010700210720001,1072,1,127.695710049586,57774,545070,1,대지,전라남도 광양시 사동로,전라남도 광양시 사동로 237,462303285022,46230,광양시
