,adongCd,adongNm,bizesId,bizesNm,bldMngNo,bldMnno,bldNm,bldSlno,brchNm,ctprvnCd,ctprvnNm,dongNo,flrNo,hoNo,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,lat,ldongCd,ldongNm,lnoAdr,lnoCd,lnoMnno,lnoSlno,lon,newZipcd,oldZipcd,plotSctCd,plotSctNm,rdnm,rdnmAdr,rdnmCd,signguCd,signguNm
0,4776031000,입암면,20443428,다영식당,4776031034104380005016350,128,다영식당,,,47,경상북도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,36.5963556104595,4776031034,입암면,경상북도 영양군 입암면 신구리 438-5,4776031034204380005,438,5,129.089484577605,36548,764823,1,대지,경상북도 영양군 입암면 입암로,경상북도 영양군 입암면 입암로 128,477603317011,47760,영양군
1,4623025000,광양읍,20443437,신원정,4623025023109980005000001,12,,,,46,전라남도,,1,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,34.9794418776103,4623025023,광양읍,전라남도 광양시 광양읍 칠성리 998-5,4623025023209980005,998,5,127.579888981065,57740,545809,1,대지,전라남도 광양시 광양읍 칠성로,전라남도 광양시 광양읍 칠성로 12,462303285044,46230,광양시
2,4615057000,덕연동,20443444,원죽&비빔밥,4615011400113460000005752,56,동부아파트,,,46,전라남도,,1,,Q,음식,Q01,한식,Q01A06,돌솥/비빕밥전문점,I56111,한식 음식점업,34.9486992323105,4615011400,연향동,전라남도 순천시 연향동 1346,4615011400213460000,1346,,127.518439175992,57977,540760,1,대지,전라남도 순천시 연향중앙상가길,전라남도 순천시 연향중앙상가길 56,461504649690,46150,순천시
3,4687031000,대마면,20443450,혜성식당,4687031021103960006002777,262,,,,46,전라남도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,35.3015255865877,4687031021,대마면,전라남도 영광군 대마면 월산리 396-6,4687031021203960006,396,6,126.579889342397,57054,513812,1,대지,전라남도 영광군 대마면 영장로,전라남도 영광군 대마면 영장로 262,468703298051,46870,영광군
4,4817071500,신안동,20443452,금강해장국,4817012500100020032211580,148,,,,48,경상남도,,,,Q,음식,Q01,한식,Q01A05,해장국/감자탕,I56111,한식 음식점업,35.1905132066187,4817012500,신안동,경상남도 진주시 신안동 2-32,4817012500200020032,2,32,128.067858809352,52671,660905,1,대지,경상남도 진주시 신안로,경상남도 진주시 신안로 148,481703332039,48170,진주시
5,4711133000,장기면,20443465,일성떡방아간,4711133030103640004059773,30,,1,,47,경상북도,,,,Q,음식,Q08,제과제빵떡케익,Q08A03,떡전문,I56191,제과점업,35.8912823528157,4711133030,장기면,경상북도 포항시 남구 장기면 임중리 364-5,4711133030203640005,364,5,129.49086884117,37946,790934,1,대지,경상북도 포항시 남구 장기면 읍내길61번길,경상북도 포항시 남구 장기면 읍내길61번길 30-1,471114709371,47111,포항시 남구
6,4137055000,세마동,20443466,이가낙지마당,4137011300105340001001019,15,,21,,41,경기도,,1,,Q,음식,Q03,일식/수산물,Q03A13,낙지/오징어,I56111,한식 음식점업,37.1850769057741,4137011300,세교동,경기도 오산시 세교동 534-1,4137011300205340001,534,1,127.033035518567,18102,447240,1,대지,경기도 오산시 큰말길,경기도 오산시 큰말길 15-21,413704394149,41370,오산시
7,4420025000,염치읍,20443468,오가네,4420025028101960002011669,9,,4,,44,충청남도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,36.8069885343712,4420025028,염치읍,충청남도 아산시 염치읍 곡교리 196-2,4420025028201960002,196,2,126.983200288145,31447,336812,1,대지,충청남도 아산시 염치읍 곡교리길10번길,충청남도 아산시 염치읍 곡교리길10번길 9-4,442004559043,44200,아산시
8,4812155000,용지동,20443469,막걸리나,4812112800100730020010178,11,용호빌딩,19,,48,경상남도,,3,302,Q,음식,Q09,유흥주점,Q09A04,민속주점,I56219,기타 주점업,35.2297410008461,4812112800,용호동,경상남도 창원시 의창구 용호동 73-20,4812112800200730020,73,20,128.680868985797,51436,641842,1,대지,경상남도 창원시 의창구 용지로169번길,경상남도 창원시 의창구 용지로169번길 11-19,481214781412,48121,창원시 의창구
9,2729058500,신당동,20443474,스카이가요주점,2729012500107130008005422,70,,15,,27,대구광역시,,2,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,35.8416089510701,2729012500,호산동,대구광역시 달서구 호산동 713-8,2729012500207130008,713,8,128.489848447032,42713,704948,1,대지,대구광역시 달서구 성서공단로11길,대구광역시 달서구 성서공단로11길 70-15,272904241273,27290,달서구
10,2817052000,숭의2동,20443480,화진원,2817010100103090005118526,72,,,,28,인천광역시,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.459183320267,2817010100,숭의동,인천광역시 남구 숭의동 309-5,2817010100203090005,309,5,126.645636652237,22173,402010,1,대지,인천광역시 남구 석정로10번길,인천광역시 남구 석정로10번길 72,281704253316,28170,남구
11,2817074000,문학동,20443487,땃따붓따,2817010900103660005173350,540,,,,28,인천광역시,,1,102,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,37.4382753376734,2817010900,문학동,인천광역시 남구 문학동 366-5,2817010900203660005,366,5,126.681935943807,22235,402070,1,대지,인천광역시 남구 매소홀로,인천광역시 남구 매소홀로 540,281703149061,28170,남구
