,adongCd,adongNm,bizesId,bizesNm,bldMngNo,bldMnno,bldNm,bldSlno,brchNm,ctprvnCd,ctprvnNm,dongNo,flrNo,hoNo,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,lat,ldongCd,ldongNm,lnoAdr,lnoCd,lnoMnno,lnoSlno,lon,newZipcd,oldZipcd,plotSctCd,plotSctNm,rdnm,rdnmAdr,rdnmCd,signguCd,signguNm
0,4111759000,태장동,25786714,맥도날드,4111710700100210001000759,1499,,,수원망포DT점,41,경기도,,,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,37.246094658862,4111710700,망포동,경기도 수원시 영통구 망포동 21-1,4111759000200210001,21,1,127.054788196806,16680,443400,1,대지,경기도 수원시 영통구 덕영대로,경기도 수원시 영통구 덕영대로 1499,411173012001,41117,수원시 영통구
1,4111159100,송죽동,25786715,산하,4111113500104440003046520,203,스타노래방,,,41,경기도,,3,,Q,음식,Q03,일식/수산물,Q03A20,복전문,I56111,한식 음식점업,37.3045641674784,4111113500,송죽동,경기도 수원시 장안구 송죽동 444-3,4111113500204440003,444,3,127.000769046597,16300,440802,1,대지,경기도 수원시 장안구 만석로,경기도 수원시 장안구 만석로 203,411113174003,41111,수원시 장안구
2,1165054000,잠원동,25786717,포천이동폭포갈비,1165010600100270009018871,82,,,,11,서울특별시,,,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,37.5139799346667,1165010600,잠원동,서울특별시 서초구 잠원동 27-9,1165010600200270009,27,9,127.018910230221,06526,137903,1,대지,서울특별시 서초구 신반포로47길,서울특별시 서초구 신반포로47길 82,116504163460,11650,서초구
3,4165034000,신북면,25786718,깊이울,4165034025103370001041427,2119,,,,41,경기도,,1,,Q,음식,Q06,양식,Q06A02,돈가스전문점,I56114,서양식 음식점업,37.9396321873989,4165034025,신북면,경기도 포천시 신북면 심곡리 337-1,4165034025203370001,337,1,127.188184062426,11136,487913,1,대지,경기도 포천시 신북면 포천로,경기도 포천시 신북면 포천로 2119,416503213046,41650,포천시
4,1168052100,논현1동,25786731,길가한정식,1168010800100070005000001,7,효진빌딩,,,11,서울특별시,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.5183977031305,1168010800,논현동,서울특별시 강남구 논현동 7-5,1168010800200070005,7,5,127.026850221661,06040,135010,1,대지,서울특별시 강남구 도산대로24길,서울특별시 강남구 도산대로24길 7,116804166266,11680,강남구
5,1168052100,논현1동,25786735,종가김밥,1168010800100130009006141,71,,,,11,서울특별시,,5,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,37.5165279120748,1168010800,논현동,서울특별시 강남구 논현동 13-9,1168010800200130009,13,9,127.023017088422,06039,135010,1,대지,서울특별시 강남구 논현로149길,서울특별시 강남구 논현로149길 71,116804166141,11680,강남구
6,4182035000,북면,25786742,항아리바위손두부,4182035024203190000011460,10,,29,,41,경기도,,1,,Q,음식,Q01,한식,Q01A11,두부요리전문,I56111,한식 음식점업,37.9000640959252,4182035024,북면,경기도 가평군 북면 도대리 산319,4182035024203190000,319,,127.503395437549,12406,477841,2,산,경기도 가평군 북면 백둔로,경기도 가평군 북면 백둔로 10-29,418203216015,41820,가평군
7,4161025000,오포읍,25786744,수타왕돈가스,4161025024104470001043441,495,,1,,41,경기도,,2,,Q,음식,Q06,양식,Q06A02,돈가스전문점,I56114,서양식 음식점업,37.3435329638711,4161025024,오포읍,경기도 광주시 오포읍 문형리 447-1,4161025024204470001,447,1,127.211472753019,12774,464894,1,대지,경기도 광주시 오포읍 오포로,경기도 광주시 오포읍 오포로 495-1,416103211035,41610,광주시
8,1114054000,회현동,25786749,업타운다이너,1114011800107640000000002,98,STX남산타워,,,11,서울특별시,,20,,Q,음식,Q06,양식,Q06A08,스테이크전문점,I56114,서양식 음식점업,37.5539098039218,1114011800,남대문로5가,서울특별시 중구 남대문로5가 631,1114011800206310000,631,,126.974881796471,04637,100958,1,대지,서울특별시 중구 후암로,서울특별시 중구 후암로 98,111403101024,11140,중구
9,5011065000,연동,25786750,훈이국수,5011013700119640003000001,73,연동펠리체,,,50,제주특별자치도,,1,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,33.4901165899137,5011013700,연동,제주특별자치도 제주시 연동 1964-3,5011013700219640003,1964,3,126.485951254233,63127,690818,1,대지,제주특별자치도 제주시 도령로,제주특별자치도 제주시 도령로 73,501103349052,50110,제주시
