,adongCd,adongNm,bizesId,bizesNm,bldMngNo,bldMnno,bldNm,bldSlno,brchNm,ctprvnCd,ctprvnNm,dongNo,flrNo,hoNo,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,lat,ldongCd,ldongNm,lnoAdr,lnoCd,lnoMnno,lnoSlno,lon,newZipcd,oldZipcd,plotSctCd,plotSctNm,rdnm,rdnmAdr,rdnmCd,signguCd,signguNm
0,4146353000,상갈동,11911048,셀토커피보라점,4146310500105860001020907,3,,1,보라점,41,경기도,,1,103,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,37.2540204863082,4146310500,보라동,경기도 용인시 기흥구 보라동 586-1,4146310500205860001,586,1,127.111312147175,17081,446905,1,대지,경기도 용인시 기흥구 한보라2로14번길,경기도 용인시 기흥구 한보라2로14번길 3-1,414634412274,41463,용인시 기흥구
1,4183040000,용문면,11911049,옛날그뒷고기,4183040024106990018002623,50,,,,41,경기도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.4846698678698,4183040024,용문면,경기도 양평군 용문면 다문리 699-18,4183040024206990018,699,18,127.59007155299,12521,476841,1,대지,경기도 양평군 용문면 다문북길,경기도 양평군 용문면 다문북길 50,418304451236,41830,양평군
2,4113555000,정자1동,11911054,레니엡,4113510300101740001000002,121,더샵스타파크,,,41,경기도,B,1,15,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,37.3613327027823,4113510300,정자동,경기도 성남시 분당구 정자동 174-1,4113510300201740001,174,1,127.105532757116,13560,463872,1,대지,경기도 성남시 분당구 정자일로,경기도 성남시 분당구 정자일로 121,411353180021,41135,성남시 분당구
3,2915571000,효덕동,11911055,술이아,2915510700102920000000001,5,,,,29,광주광역시,,,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,35.1053858986132,2915510700,노대동,광주광역시 남구 노대동 854,2915510700208540000,854,,126.905039992264,61746,503320,1,대지,광주광역시 남구 효우로93번길,광주광역시 남구 효우로93번길 5,291554283743,29155,남구
4,4148054000,교하동,11911056,한마음푸드,4148025927106240001001691,595,,4,,41,경기도,,1,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.7065808047522,4148011300,동패동,경기도 파주시 동패동 624-1,4148011300206240001,624,1,126.713011884615,10883,413835,1,대지,경기도 파주시 교하로,경기도 파주시 교하로 595-4,414803206006,41480,파주시
5,1154551000,가산동,11911057,꿈을볶는커피하우스가산점,1154510100100600021000001,33,IT미래TOWER,,가산점,11,서울특별시,,2,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.4789129501531,1154510100,가산동,서울특별시 금천구 가산동 60-21,1154510100200600021,60,21,126.886010769477,08511,153760,1,대지,서울특별시 금천구 디지털로9길,서울특별시 금천구 디지털로9길 33,115454151195,11545,금천구
6,4136057000,별내동,11911060,샤넬단란주점,4136011100109980000000001,116,남양주별내노블레스,,,41,경기도,,1,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,37.6430308891028,4136011100,별내동,경기도 남양주시 별내동 998,4136011100209980000,998,,127.121100476588,12113,472501,1,대지,경기도 남양주시 순화궁로,경기도 남양주시 순화궁로 116,413603197037,41360,남양주시
7,4111156600,율천동,11911066,비어존,4111113200102900001044807,17,,,,41,경기도,,1,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,37.2980347120257,4111113200,율전동,경기도 수원시 장안구 율전동 290-1,4111113200202900001,290,1,126.972747615542,16417,440825,1,대지,경기도 수원시 장안구 서부로2126번길,경기도 수원시 장안구 서부로2126번길 17,411114322099,41111,수원시 장안구
8,4812154000,봉림동,11911068,맛내음왕소금구이봉곡점,4812112700100350005004793,18,이득상가,,봉곡점,48,경상남도,,1,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,35.243526914877,4812112700,봉곡동,경상남도 창원시 의창구 봉곡동 35-5,4812112700200350005,35,5,128.650767873972,51176,641821,1,대지,경상남도 창원시 의창구 지귀로12번길,경상남도 창원시 의창구 지귀로12번길 18,481214781605,48121,창원시 의창구
9,1174070000,둔촌2동,11911069,후라이드참잘하는집,1174010600106230000000339,158,,,둔촌점,11,서울특별시,,1,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,37.5329049744737,1174010600,둔촌동,서울특별시 강동구 둔촌동 623,1174010600206230000,623,,127.14443533299,05366,134060,1,대지,서울특별시 강동구 명일로,서울특별시 강동구 명일로 158,117403124002,11740,강동구
