,adongCd,adongNm,bizesId,bizesNm,bldMngNo,bldMnno,bldNm,bldSlno,brchNm,ctprvnCd,ctprvnNm,dongNo,flrNo,hoNo,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,lat,ldongCd,ldongNm,lnoAdr,lnoCd,lnoMnno,lnoSlno,lon,newZipcd,oldZipcd,plotSctCd,plotSctNm,rdnm,rdnmAdr,rdnmCd,signguCd,signguNm
0,4117156000,안양6동,25371257,짝노래빠,4117110100104410027010151,43,,,,41,경기도,,1,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,37.3889411518654,4117110100,안양동,경기도 안양시 만안구 안양동 441-27,4117110100204410027,441,27,126.930741526419,14033,430010,1,대지,경기도 안양시 만안구 수리산로,경기도 안양시 만안구 수리산로 43,411713182015,41171,안양시 만안구
1,3020053000,온천1동,25371266,카페리브로,3020011100106690000012803,502,홈플러스,,,30,대전광역시,,6,604,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,36.3583987954365,3020011100,봉명동,대전광역시 유성구 봉명동 669,3020011100206690000,669,,127.354175784885,34184,305301,1,대지,대전광역시 유성구 한밭대로,대전광역시 유성구 한밭대로 502,302002010004,30200,유성구
2,4159058600,동탄2동,25371273,강정구의피자생각,4159012700102330000000001,21,,,동탄점,41,경기도,,1,,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",37.1955092071756,4159012700,반송동,경기도 화성시 반송동 131-14,4159012700201310014,131,14,127.079096174718,18459,445160,1,대지,경기도 화성시 노작로3길,경기도 화성시 노작로3길 21,415904430240,41590,화성시
3,4143056000,청계동,25371274,꼬지사께,4143010900106720004000001,17,,,포일점,41,경기도,,1,,Q,음식,Q09,유흥주점,Q09A03,꼬치구이전문점,I56219,기타 주점업,37.3975938281039,4143010900,포일동,경기도 의왕시 포일동 672-4,4143010900206720004,672,4,126.983113578708,16004,437120,1,대지,경기도 의왕시 봇들2길,경기도 의왕시 봇들2길 17,414304403213,41430,의왕시
4,1162052500,보라매동,25371280,MK치킨호프,1162010100109520020039093,25,정암빌딩,,,11,서울특별시,,1,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,37.4864041510657,1162010100,봉천동,서울특별시 관악구 봉천동 952-20,1162010100209520020,952,20,126.938252876755,08717,151050,1,대지,서울특별시 관악구 은천로,서울특별시 관악구 은천로 25,116203120009,11620,관악구
5,2826053700,청라2동,25371283,써니네집,2826010400109500015000001,84,,,,28,인천광역시,,3,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.5325885502898,2826010400,경서동,인천광역시 서구 경서동 950-15,2826010400209500015,950,15,126.636922123844,22760,404170,1,대지,인천광역시 서구 크리스탈로,인천광역시 서구 크리스탈로 84,282603156085,28260,서구
6,4113558000,서현1동,25371288,삼구포차2,4113510500102480001064625,12,대명프라자,,,41,경기도,,,,Q,음식,Q09,유흥주점,Q09A02,소주방/포장마차,I56219,기타 주점업,37.3865282273234,4113510500,서현동,경기도 성남시 분당구 서현동 248-1,4113510500202480001,248,1,127.124984247659,13591,463824,1,대지,경기도 성남시 분당구 황새울로360번길,경기도 성남시 분당구 황새울로360번길 12,411354340477,41135,성남시 분당구
7,3011053000,효동,25371289,알레스구떼베이커리,3011010300102720018030808,647,,,,30,대전광역시,,,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,36.3182793939202,3011010300,효동,대전광역시 동구 효동 272-13,3011010300202720013,272,13,127.438923123621,34634,300030,1,대지,대전광역시 동구 대전로,대전광역시 동구 대전로 647,301103010002,30110,동구
8,4161033000,도척면,25371291,전주한식부페,4161033021100580051029714,539,,,,41,경기도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.3055140101559,4161033021,도척면,경기도 광주시 도척면 노곡리 58-51,4161033021200580051,58,51,127.331184439765,12815,464882,1,대지,경기도 광주시 도척면 도척로,경기도 광주시 도척면 도척로 539,416103211011,41610,광주시
9,4155025000,공도읍,25371295,안성댁정육식당,4155025025106820011026825,33,,,,41,경기도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,36.9996189490076,4155025025,공도읍,경기도 안성시 공도읍 용두리 682-11,4155025025206820011,682,11,127.15471679441,17552,456821,1,대지,경기도 안성시 공도읍 벚꽃길,경기도 안성시 공도읍 벚꽃길 33,415504424294,41550,안성시
10,4413125000,목천읍,25371296,소금진흙구이,4413125033101070030000001,32,,,,44,충청남도,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,36.773608749029,4413125033,목천읍,충청남도 천안시 동남구 목천읍 신계리 107-30,4413125033201070030,107,30,127.215152987659,31233,330846,1,대지,충청남도 천안시 동남구 목천읍 신계5길,충청남도 천안시 동남구 목천읍 신계5길 32,441314547429,44131,천안시 동남구
11,4128759000,송산동,25371297,전라도음식웰빙부페,4128710500109990002004753,197,,4,,41,경기도,,,,Q,음식,Q15,부페,Q15A01,종합부페,,,37.6953753214144,4128710500,덕이동,경기도 고양시 일산서구 덕이동 999-2,4128710500209990002,999,2,126.73913767016,10212,411809,1,대지,경기도 고양시 일산서구 덕이로,경기도 고양시 일산서구 덕이로 197-4,412873194012,41287,고양시 일산서구
12,4715061000,지좌동,25371330,힐링포차,4715011500104400059005929,5,,,,47,경상북도,,,,Q,음식,Q09,유흥주점,Q09A02,소주방/포장마차,I56219,기타 주점업,36.119307487557,4715011500,지좌동,경상북도 김천시 지좌동 440-59,4715011500204400059,440,59,128.143788376534,39647,740980,1,대지,경상북도 김천시 체육공원길,경상북도 김천시 체육공원길 5,471504718834,47150,김천시
13,4128560000,고봉동,25371342,삼거리보신탕,4128511300108790016011822,90,,1,,41,경기도,,1,,Q,음식,Q10,별식/퓨전요리,Q10A09,사철탕전문,I56111,한식 음식점업,37.6872884566509,4128511300,성석동,경기도 고양시 일산동구 성석동 879-16,4128511300208790016,879,16,126.793797638261,10318,410570,1,대지,경기도 고양시 일산동구 성석로,경기도 고양시 일산동구 성석로 90-1,412853193016,41285,고양시 일산동구
