,adongCd,adongNm,bizesId,bizesNm,bldMngNo,bldMnno,bldNm,bldSlno,brchNm,ctprvnCd,ctprvnNm,dongNo,flrNo,hoNo,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,lat,ldongCd,ldongNm,lnoAdr,lnoCd,lnoMnno,lnoSlno,lon,newZipcd,oldZipcd,plotSctCd,plotSctNm,rdnm,rdnmAdr,rdnmCd,signguCd,signguNm
0,2632052000,구포2동,20684596,범방식당,2632010500109720019006304,23,,1,,26,부산광역시,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,35.2000521071227,2632010500,구포동,부산광역시 북구 구포동 972-19,2632010500209720019,972,19,128.998773181099,46635,616090,1,대지,부산광역시 북구 백양대로1074번길,부산광역시 북구 백양대로1074번길 23-1,263204196233,26320,북구
1,2623056000,양정1동,20684603,처가집통닭,2623010100104470009015386,111,,2,,26,부산광역시,,,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,35.1733914641186,2623010100,양정동,부산광역시 부산진구 양정동 447-9,2623010100204470009,447,9,129.06512711518,47207,614050,1,대지,부산광역시 부산진구 범양로,부산광역시 부산진구 범양로 111-2,262303129017,26230,부산진구
2,2635059500,반여4동,20684617,한승식당,2635010300111290001001263,70,삼어문구,,,26,부산광역시,,,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,35.2079269161496,2635010300,반여동,부산광역시 해운대구 반여동 1129-1,2635010300211290001,1129,1,129.116778498312,48045,612060,1,대지,부산광역시 해운대구 삼어로91번길,부산광역시 해운대구 삼어로91번길 70,263504199071,26350,해운대구
3,2635057000,반여1동,20684625,종하손만두,2635010300110310001013941,150,,,,26,부산광역시,,,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,35.2064807160559,2635010300,반여동,부산광역시 해운대구 반여동 1031-1,2635010300210310001,1031,1,129.122085112927,48035,612060,1,대지,부산광역시 해운대구 선수촌로,부산광역시 해운대구 선수촌로 150,263503133009,26350,해운대구
4,2811054000,신흥동,20684629,맛나분식,2811012900100030004218641,20,,,,28,인천광역시,,,6,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,37.4663193475368,2811012900,선화동,인천광역시 중구 선화동 3-4,2811012900200030004,3,4,126.637007240633,22329,400110,1,대지,인천광역시 중구 도원로,인천광역시 중구 도원로 20,281103149014,28110,중구
5,4113351000,성남동,20684636,부산어묵,4113310100124200000042531,23,,,,41,경기도,,,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,37.4348850434381,4113310100,성남동,경기도 성남시 중원구 성남동 2420,4113310100224200000,2420,,127.140422198737,13362,462824,1,대지,경기도 성남시 중원구 원터로105번길,경기도 성남시 중원구 원터로105번길 23,411334337300,41133,성남시 중원구
6,4113151000,신흥1동,20684637,하느,4113110100154170000043799,121,우대빌딩,,,41,경기도,,1,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,37.4428626423337,4113110100,신흥동,경기도 성남시 수정구 신흥동 5417,4113110100254170000,5417,,127.140850795525,13338,461160,1,대지,경기도 성남시 수정구 수정남로,경기도 성남시 수정구 수정남로 121,411313178017,41131,성남시 수정구
7,2635055100,좌1동,20684638,황금수산,2635010700109650000003074,103,닭발촌,,,26,부산광역시,,,,Q,음식,Q03,일식/수산물,Q03A99,수산물전문음식점-종합,I56111,한식 음식점업,35.1735711599562,2635010700,좌동,부산광역시 해운대구 좌동 965,2635010700209650000,965,,129.175325330088,48079,612030,1,대지,부산광역시 해운대구 세실로,부산광역시 해운대구 세실로 103,263503133010,26350,해운대구
8,2711057500,성내2동,20684639,베로,2711014300100390002005671,557,,,,27,대구광역시,,1,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,35.8708766131919,2711014300,포정동,대구광역시 중구 포정동 39-5,2711014300200390005,39,5,128.591641639955,41918,700010,1,대지,대구광역시 중구 국채보상로,대구광역시 중구 국채보상로 557,271103007001,27110,중구
9,2723063000,산격3동,20684647,앨리스포크,2723011100113090007032739,20,,,,27,대구광역시,,,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,35.8942288867994,2723011100,산격동,대구광역시 북구 산격동 1309-7,2723011100213090007,1309,7,128.609848703092,41544,702010,1,대지,대구광역시 북구 대학로23길,대구광역시 북구 대학로23길 20,272304235145,27230,북구
